ID,month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,debt_ratio,credit_per_year_of_age,term_to_age_ratio,children_income_ratio,risk_score,bad_client_risk_score
13,1,37000,18,62,female,Secondary special education,Household appliances,1,0,51000,Another,3,0,0.7254901960784313,596.7741935483871,0.2903225806451613,0.7254901960784313,0.6428571428571429,True
14,1,37000,18,29,male,Higher education,Cosmetics and beauty services,0,0,71000,Married,1,0,0.5211267605633803,1275.8620689655172,0.6206896551724138,0.0,0.35714285714285715,False
15,1,29500,12,26,male,Higher education,Household appliances,0,2,16000,Another,0,1,1.84375,1134.6153846153845,0.46153846153846156,0.0,0.5714285714285714,True
16,1,28500,12,22,female,Higher education,Household appliances,0,0,36000,Another,2,1,0.7916666666666666,1295.4545454545455,0.5454545454545454,0.0,0.5,False
17,1,22000,10,64,male,Secondary special education,Household appliances,0,2,31000,Married,2,1,0.7096774193548387,343.75,0.15625,0.0,0.5,False
18,1,13000,6,20,male,Higher education,Household appliances,0,2,19000,Married,1,1,0.6842105263157895,650.0,0.3,0.0,0.7142857142857143,True
19,1,51000,6,56,male,Secondary special education,Household appliances,0,2,21000,Another,1,1,2.4285714285714284,910.7142857142857,0.10714285714285714,0.0,0.35714285714285715,False
20,1,13500,12,27,female,Incomplete higher education,Cell phones,0,2,21000,Another,1,1,0.6428571428571429,500.0,0.4444444444444444,0.0,0.35714285714285715,False
21,1,10000,11,42,male,Secondary special education,Household appliances,1,2,21000,Married,0,1,0.47619047619047616,238.0952380952381,0.2619047619047619,0.47619047619047616,0.21428571428571427,False
22,1,30000,12,49,male,Secondary education,Clothing,1,2,26000,Another,2,0,1.1538461538461537,612.2448979591836,0.24489795918367346,1.1538461538461537,0.5,False
23,1,28000,18,36,male,Secondary special education,Cell phones,1,2,16000,Another,2,0,1.75,777.7777777777778,0.5,1.75,0.8571428571428571,True
24,1,14000,10,25,female,Secondary special education,Cell phones,0,2,24000,Another,1,1,0.5833333333333334,560.0,0.4,0.0,0.21428571428571427,False
25,1,30000,12,24,female,Secondary special education,Computers,1,2,31000,Married,0,0,0.967741935483871,1250.0,0.5,0.967741935483871,0.6428571428571429,True
26,1,25000,6,30,female,Higher education,Cell phones,1,2,41000,Another,1,0,0.6097560975609756,833.3333333333334,0.2,0.6097560975609756,0.5,False
27,1,152000,36,48,female,Higher education,Windows & Doors,1,2,56000,Another,2,0,2.7142857142857144,3166.6666666666665,0.75,2.7142857142857144,0.5,False
28,1,62000,12,62,male,Higher education,Clothing,0,0,41000,Another,3,1,1.5121951219512195,1000.0,0.1935483870967742,0.0,0.5,False
29,1,18500,6,38,male,Higher education,Clothing,1,2,36000,Another,0,1,0.5138888888888888,486.8421052631579,0.15789473684210525,0.5138888888888888,0.21428571428571427,False
30,1,9500,10,38,female,Secondary special education,Cell phones,1,2,26000,Another,1,1,0.36538461538461536,250.0,0.2631578947368421,0.36538461538461536,0.21428571428571427,False
31,1,24500,12,28,male,Higher education,Cell phones,1,1,26000,Unmarried,0,1,0.9423076923076923,875.0,0.42857142857142855,0.9423076923076923,0.35714285714285715,False
32,1,26000,10,38,male,Higher education,Household appliances,1,0,51000,Another,3,0,0.5098039215686274,684.2105263157895,0.2631578947368421,0.5098039215686274,0.35714285714285715,False
33,1,15000,6,24,male,Incomplete higher education,Cell phones,1,2,36000,Another,2,0,0.4166666666666667,625.0,0.25,0.4166666666666667,0.5,False
34,1,8500,6,75,male,Secondary education,Household appliances,1,2,19000,Married,1,1,0.4473684210526316,113.33333333333333,0.08,0.4473684210526316,0.7142857142857143,True
35,1,12000,10,58,male,Secondary special education,Household appliances,0,2,21000,Married,2,0,0.5714285714285714,206.89655172413794,0.1724137931034483,0.0,0.35714285714285715,False
36,1,17500,12,23,male,Incomplete higher education,Cell phones,0,2,16000,Another,0,1,1.09375,760.8695652173913,0.5217391304347826,0.0,0.7142857142857143,True
37,1,17000,6,42,male,Secondary special education,Household appliances,0,2,22000,Another,1,1,0.7727272727272727,404.76190476190476,0.14285714285714285,0.0,0.35714285714285715,False
38,1,18000,6,56,female,Secondary education,Cell phones,0,2,36000,Unmarried,1,0,0.5,321.42857142857144,0.10714285714285714,0.0,0.35714285714285715,False
39,1,15000,6,21,female,Secondary special education,Cell phones,0,2,16000,Another,0,1,0.9375,714.2857142857143,0.2857142857142857,0.0,0.7142857142857143,True
40,1,10500,6,39,male,Higher education,Household appliances,1,2,21000,Married,1,1,0.5,269.2307692307692,0.15384615384615385,0.5,0.21428571428571427,False
41,1,23500,18,31,male,Secondary special education,Household appliances,1,2,19000,Another,1,0,1.236842105263158,758.0645161290323,0.5806451612903226,1.236842105263158,0.8571428571428571,True
42,1,18000,6,27,male,Higher education,Cell phones,0,2,46000,Another,0,0,0.391304347826087,666.6666666666666,0.2222222222222222,0.0,0.35714285714285715,False
43,1,37500,3,40,female,Higher education,Household appliances,1,0,51000,Another,1,1,0.7352941176470589,937.5,0.075,0.7352941176470589,0.35714285714285715,False
44,1,23500,11,54,male,Higher education,Fitness,0,2,31000,Another,1,1,0.7580645161290323,435.18518518518516,0.2037037037037037,0.0,0.35714285714285715,False
45,1,40500,9,45,male,Secondary special education,Cosmetics and beauty services,1,0,31000,Married,2,1,1.3064516129032258,900.0,0.2,1.3064516129032258,0.35714285714285715,False
46,1,28500,12,23,male,Secondary special education,Household appliances,1,2,18000,Married,1,1,1.5833333333333333,1239.1304347826087,0.5217391304347826,1.5833333333333333,0.8571428571428571,True
47,1,25500,12,28,male,Higher education,Computers,0,2,26000,Another,0,0,0.9807692307692307,910.7142857142857,0.42857142857142855,0.0,0.5,False
48,1,11000,3,24,male,Secondary special education,Computers,0,2,26000,Another,2,1,0.4230769230769231,458.3333333333333,0.125,0.0,0.35714285714285715,False
49,1,16000,8,27,female,Secondary special education,Household appliances,0,2,26000,Unmarried,1,1,0.6153846153846154,592.5925925925926,0.2962962962962963,0.0,0.35714285714285715,False
50,1,74500,24,30,female,Higher education,Furniture,1,0,51000,Another,0,1,1.4607843137254901,2483.3333333333335,0.8,1.4607843137254901,0.35714285714285715,False
51,1,24000,12,37,male,Higher education,Household appliances,0,1,41000,Another,1,0,0.5853658536585366,648.6486486486486,0.32432432432432434,0.0,0.35714285714285715,False
52,1,31000,12,20,male,Incomplete higher education,Household appliances,0,2,26000,Another,0,1,1.1923076923076923,1550.0,0.6,0.0,0.5,False
53,1,66500,12,48,female,Secondary special education,Cell phones,0,1,111000,Another,0,0,0.5990990990990991,1385.4166666666667,0.25,0.0,0.35714285714285715,False
54,1,13000,12,28,male,Higher education,Household appliances,1,2,19000,Unmarried,1,1,0.6842105263157895,464.2857142857143,0.42857142857142855,0.6842105263157895,0.7142857142857143,True
55,1,26500,24,58,female,Higher education,Household appliances,1,0,26000,Another,1,0,1.0192307692307692,456.8965517241379,0.41379310344827586,1.0192307692307692,0.5,False
56,1,26500,3,40,female,Secondary special education,Household appliances,1,2,51000,Another,0,1,0.5196078431372549,662.5,0.075,0.5196078431372549,0.21428571428571427,False
57,1,35000,12,28,male,Higher education,Cell phones,1,1,34000,Another,1,1,1.0294117647058822,1250.0,0.42857142857142855,1.0294117647058822,0.35714285714285715,False
58,1,8500,6,28,male,Secondary special education,Cell phones,0,2,19000,Unmarried,3,0,0.4473684210526316,303.57142857142856,0.21428571428571427,0.0,0.5714285714285714,True
59,1,21000,18,28,male,Higher education,Furniture,1,2,21000,Another,0,1,1.0,750.0,0.6428571428571429,1.0,0.35714285714285715,False
60,1,6500,3,66,male,Secondary special education,Household appliances,1,2,19000,Another,2,1,0.34210526315789475,98.48484848484848,0.045454545454545456,0.34210526315789475,0.7142857142857143,True
61,1,27000,6,28,male,Secondary special education,Cell phones,0,0,31000,Married,0,1,0.8709677419354839,964.2857142857143,0.21428571428571427,0.0,0.35714285714285715,False
62,1,8000,12,25,female,Secondary education,Household appliances,0,2,11000,Married,3,1,0.7272727272727273,320.0,0.48,0.0,0.5714285714285714,True
63,1,43000,18,27,male,Secondary special education,Household appliances,1,2,19000,Another,0,0,2.263157894736842,1592.5925925925926,0.6666666666666666,2.263157894736842,0.8571428571428571,True
64,1,7000,6,37,male,Secondary special education,Household appliances,1,2,16000,Another,0,0,0.4375,189.1891891891892,0.16216216216216217,0.4375,0.7142857142857143,True
65,1,15500,10,25,female,Secondary education,Household appliances,0,2,19000,Another,1,1,0.8157894736842105,620.0,0.4,0.0,0.5714285714285714,True
66,1,15000,6,33,female,Secondary special education,Furniture,1,2,14000,Another,2,0,1.0714285714285714,454.54545454545456,0.18181818181818182,1.0714285714285714,0.8571428571428571,True
67,1,84500,18,40,male,Secondary special education,Tourism,1,2,61000,Married,1,0,1.3852459016393444,2112.5,0.45,1.3852459016393444,0.5,False
68,1,22000,9,19,male,Incomplete higher education,Cell phones,0,0,21000,Another,1,1,1.0476190476190477,1157.8947368421052,0.47368421052631576,0.0,0.5,False
69,1,24000,6,49,male,Higher education,Clothing,0,2,31000,Married,3,1,0.7741935483870968,489.7959183673469,0.12244897959183673,0.0,0.35714285714285715,False
70,1,9000,6,49,female,Secondary education,Cell phones,0,2,31000,Another,0,1,0.2903225806451613,183.6734693877551,0.12244897959183673,0.0,0.0,False
71,1,35000,12,42,male,Higher education,Furniture,1,2,11000,Married,0,1,3.1818181818181817,833.3333333333334,0.2857142857142857,3.1818181818181817,0.7142857142857143,True
72,1,8000,6,24,female,Secondary special education,Cell phones,0,2,16000,Married,1,1,0.5,333.3333333333333,0.25,0.0,0.5714285714285714,True
73,1,15500,12,21,female,Secondary special education,Cell phones,0,2,51000,Another,0,0,0.30392156862745096,738.0952380952381,0.5714285714285714,0.0,0.5,False
74,1,23500,10,69,male,Higher education,Medical services,0,1,16000,Another,0,1,1.46875,340.57971014492756,0.14492753623188406,0.0,0.7142857142857143,True
75,1,36000,18,32,male,Higher education,Clothing,0,2,36000,Another,0,1,1.0,1125.0,0.5625,0.0,0.35714285714285715,False
76,1,34500,12,43,female,Secondary special education,Cell phones,1,2,81000,Unmarried,1,1,0.42592592592592593,802.3255813953489,0.27906976744186046,0.42592592592592593,0.21428571428571427,False
77,1,5000,10,39,female,Secondary special education,Household appliances,1,2,31000,Married,1,0,0.16129032258064516,128.2051282051282,0.2564102564102564,0.16129032258064516,0.14285714285714285,False
78,1,9500,4,27,female,Secondary special education,Cell phones,0,2,31000,Married,1,0,0.3064516129032258,351.85185185185185,0.14814814814814814,0.0,0.35714285714285715,False
79,1,29000,12,29,female,Higher education,Household appliances,0,2,46000,Another,1,1,0.6304347826086957,1000.0,0.41379310344827586,0.0,0.35714285714285715,False
80,1,17000,12,39,male,Secondary special education,Cell phones,0,2,21000,Married,2,1,0.8095238095238095,435.8974358974359,0.3076923076923077,0.0,0.35714285714285715,False
81,1,50000,18,23,female,Secondary special education,Household appliances,0,2,21000,Another,0,1,2.380952380952381,2173.913043478261,0.782608695652174,0.0,0.5,False
82,1,11500,4,37,female,Secondary education,Household appliances,1,2,20000,Another,2,1,0.575,310.81081081081084,0.10810810810810811,0.575,0.5714285714285714,True
83,1,34500,15,39,male,Higher education,Household appliances,1,2,46000,Married,0,0,0.75,884.6153846153846,0.38461538461538464,0.75,0.5,False
84,1,12000,10,26,male,Higher education,Household appliances,0,2,26000,Married,1,0,0.46153846153846156,461.53846153846155,0.38461538461538464,0.0,0.35714285714285715,False
85,1,10500,10,49,female,Secondary special education,Household appliances,0,0,16000,Another,1,1,0.65625,214.28571428571428,0.20408163265306123,0.0,0.5714285714285714,True
86,1,25000,6,42,female,Secondary special education,Audio & Video,0,0,31000,Another,1,0,0.8064516129032258,595.2380952380952,0.14285714285714285,0.0,0.5,False
87,1,31000,12,34,female,Higher education,Computers,0,0,71000,Another,2,1,0.43661971830985913,911.7647058823529,0.35294117647058826,0.0,0.21428571428571427,False
88,1,20500,12,26,female,Secondary special education,Household appliances,0,2,26000,Another,2,1,0.7884615384615384,788.4615384615385,0.46153846153846156,0.0,0.35714285714285715,False
89,1,6000,3,31,male,Secondary special education,Computers,0,2,26000,Another,1,0,0.23076923076923078,193.5483870967742,0.0967741935483871,0.0,0.14285714285714285,False
90,1,9000,6,31,male,Secondary special education,Cell phones,1,2,36000,Married,0,1,0.25,290.3225806451613,0.1935483870967742,0.25,0.0,False
91,1,43000,6,22,male,Incomplete higher education,Clothing,0,0,31000,Another,3,1,1.3870967741935485,1954.5454545454545,0.2727272727272727,0.0,0.5,False
92,1,8000,12,31,male,Secondary special education,Cell phones,0,2,20000,Another,1,1,0.4,258.06451612903226,0.3870967741935484,0.0,0.42857142857142855,False
93,1,14000,6,24,female,Incomplete higher education,Computers,0,0,36000,Another,3,1,0.3888888888888889,583.3333333333334,0.25,0.0,0.35714285714285715,False
94,1,22500,18,42,male,Secondary special education,Furniture,0,2,13000,Another,1,1,1.7307692307692308,535.7142857142857,0.42857142857142855,0.0,0.5714285714285714,True
95,1,17500,6,35,female,Higher education,Cell phones,0,2,39000,Another,2,1,0.44871794871794873,500.0,0.17142857142857143,0.0,0.21428571428571427,False
96,1,17500,12,20,male,Secondary special education,Cell phones,0,2,16000,Another,0,1,1.09375,875.0,0.6,0.0,0.7142857142857143,True
97,1,29500,12,35,female,Secondary education,Cell phones,0,2,26000,Another,0,1,1.1346153846153846,842.8571428571429,0.34285714285714286,0.0,0.35714285714285715,False
98,1,50000,18,20,male,Secondary special education,Jewelry,0,2,21000,Another,0,1,2.380952380952381,2500.0,0.9,0.0,0.5,False
99,1,31500,18,22,male,Secondary education,Household appliances,1,2,26000,Married,1,1,1.2115384615384615,1431.8181818181818,0.8181818181818182,1.2115384615384615,0.5,False
100,1,37000,15,32,male,Higher education,Furniture,1,2,36000,Another,0,1,1.0277777777777777,1156.25,0.46875,1.0277777777777777,0.35714285714285715,False
101,1,17000,12,25,male,Secondary special education,Fitness,0,2,26000,Another,0,1,0.6538461538461539,680.0,0.48,0.0,0.35714285714285715,False
102,1,11000,6,47,female,Secondary special education,Jewelry,1,2,31000,Another,1,1,0.3548387096774194,234.04255319148936,0.1276595744680851,0.3548387096774194,0.21428571428571427,False
103,1,19500,24,23,male,Higher education,Household appliances,0,2,28000,Another,2,1,0.6964285714285714,847.8260869565217,1.0434782608695652,0.0,0.5,False
104,1,41000,15,40,male,Higher education,Tourism,1,2,26000,Married,0,1,1.5769230769230769,1025.0,0.375,1.5769230769230769,0.35714285714285715,False
105,1,11000,6,19,male,Secondary special education,Household appliances,0,2,21000,Another,0,1,0.5238095238095238,578.9473684210526,0.3157894736842105,0.0,0.35714285714285715,False
106,1,31000,12,28,male,Secondary special education,Household appliances,0,2,21000,Another,1,1,1.4761904761904763,1107.142857142857,0.42857142857142855,0.0,0.35714285714285715,False
107,1,28000,12,23,male,Higher education,Cell phones,0,0,30000,Another,1,1,0.9333333333333333,1217.391304347826,0.5217391304347826,0.0,0.5,False
108,1,20500,12,37,female,Secondary special education,Household appliances,1,0,21000,Another,0,1,0.9761904761904762,554.0540540540541,0.32432432432432434,0.9761904761904762,0.35714285714285715,False
109,1,79000,15,23,male,Secondary special education,Tourism,0,2,46000,Married,2,1,1.7173913043478262,3434.782608695652,0.6521739130434783,0.0,0.5,False
110,1,25000,6,31,female,Secondary special education,Computers,1,2,41000,Married,0,0,0.6097560975609756,806.4516129032259,0.1935483870967742,0.6097560975609756,0.5,False
111,1,116000,18,33,female,Higher education,Clothing,1,2,36000,Married,3,1,3.2222222222222223,3515.151515151515,0.5454545454545454,3.2222222222222223,0.35714285714285715,False
112,1,18500,6,32,female,Secondary special education,Household appliances,1,2,31000,Another,1,1,0.5967741935483871,578.125,0.1875,0.5967741935483871,0.21428571428571427,False
113,1,41000,18,46,male,Secondary special education,Cosmetics and beauty services,0,0,41000,Another,3,1,1.0,891.304347826087,0.391304347826087,0.0,0.35714285714285715,False
114,1,10000,24,23,male,Incomplete higher education,Computers,0,2,21000,Married,1,0,0.47619047619047616,434.7826086956522,1.0434782608695652,0.0,0.5,False
115,1,8000,3,53,male,Higher education,Computers,0,2,19000,Another,3,1,0.42105263157894735,150.9433962264151,0.05660377358490566,0.0,0.42857142857142855,False
116,1,26500,18,24,male,Secondary education,Cell phones,0,2,26000,Another,1,1,1.0192307692307692,1104.1666666666667,0.75,0.0,0.5,False
117,1,36000,10,35,male,Higher education,Furniture,1,2,31000,Married,1,0,1.1612903225806452,1028.5714285714287,0.2857142857142857,1.1612903225806452,0.5,False
118,1,29000,18,29,female,Secondary special education,Household appliances,0,2,31000,Another,0,1,0.9354838709677419,1000.0,0.6206896551724138,0.0,0.35714285714285715,False
119,1,21000,18,34,male,Higher education,Cell phones,0,2,26000,Married,1,0,0.8076923076923077,617.6470588235294,0.5294117647058824,0.0,0.5,False
120,1,31000,12,25,male,Higher education,Cell phones,0,0,36000,Married,3,1,0.8611111111111112,1240.0,0.48,0.0,0.35714285714285715,False
121,1,14500,9,20,male,Incomplete higher education,Household appliances,0,2,16000,Married,0,1,0.90625,725.0,0.45,0.0,0.7142857142857143,True
122,1,20000,12,29,female,Secondary education,Cell phones,1,2,21000,Another,0,1,0.9523809523809523,689.6551724137931,0.41379310344827586,0.9523809523809523,0.35714285714285715,False
123,1,13500,12,64,male,Higher education,Windows & Doors,0,2,26000,Another,1,1,0.5192307692307693,210.9375,0.1875,0.0,0.35714285714285715,False
124,1,6500,6,34,female,Secondary special education,Cell phones,0,2,26000,Married,0,0,0.25,191.1764705882353,0.17647058823529413,0.0,0.14285714285714285,False
125,1,26000,12,26,female,Secondary special education,Computers,0,2,16000,Married,2,1,1.625,1000.0,0.46153846153846156,0.0,0.5714285714285714,True
126,1,8000,6,27,male,Secondary education,Cell phones,0,1,21000,Married,0,1,0.38095238095238093,296.2962962962963,0.2222222222222222,0.0,0.21428571428571427,False
127,1,48000,24,54,female,Higher education,Household appliances,1,0,26000,Another,1,0,1.8461538461538463,888.8888888888889,0.4444444444444444,1.8461538461538463,0.5,False
128,1,30500,24,27,female,Secondary special education,Household appliances,0,2,26000,Another,2,0,1.1730769230769231,1129.6296296296296,0.8888888888888888,0.0,0.5,False
129,1,31500,6,39,male,Secondary special education,Cell phones,0,0,42000,Married,1,1,0.75,807.6923076923077,0.15384615384615385,0.0,0.35714285714285715,False
130,1,29500,18,21,male,Secondary special education,Cell phones,0,2,23000,Another,1,0,1.2826086956521738,1404.7619047619048,0.8571428571428571,0.0,0.6428571428571429,True
131,1,53500,18,47,male,Higher education,Medical services,0,0,21000,Another,1,1,2.5476190476190474,1138.2978723404256,0.3829787234042553,0.0,0.35714285714285715,False
132,1,37000,10,64,male,Higher education,Clothing,0,0,51000,Another,1,1,0.7254901960784313,578.125,0.15625,0.0,0.5,False
133,1,43000,15,25,male,Secondary special education,Tourism,0,2,29000,Another,2,1,1.4827586206896552,1720.0,0.6,0.0,0.35714285714285715,False
134,1,18000,12,22,male,Secondary education,Cell phones,1,2,19000,Another,0,1,0.9473684210526315,818.1818181818181,0.5454545454545454,0.9473684210526315,0.8571428571428571,True
135,1,30000,12,26,female,Secondary special education,Cell phones,0,2,41000,Another,2,0,0.7317073170731707,1153.8461538461538,0.46153846153846156,0.0,0.5,False
136,1,26500,14,23,male,Higher education,Household appliances,0,2,29000,Another,1,0,0.9137931034482759,1152.1739130434783,0.6086956521739131,0.0,0.6428571428571429,True
137,1,35500,12,30,male,Higher education,Cell phones,0,0,51000,Another,2,1,0.696078431372549,1183.3333333333333,0.4,0.0,0.35714285714285715,False
138,1,17500,10,36,female,Secondary special education,Cell phones,1,2,31000,Another,0,0,0.5645161290322581,486.1111111111111,0.2777777777777778,0.5645161290322581,0.35714285714285715,False
139,1,10500,10,22,female,Secondary special education,Computers,0,2,21000,Another,2,1,0.5,477.27272727272725,0.45454545454545453,0.0,0.35714285714285715,False
140,2,16000,6,21,female,Secondary special education,Cell phones,0,2,21000,Married,1,0,0.7619047619047619,761.9047619047619,0.2857142857142857,0.0,0.6428571428571429,True
141,2,8500,6,53,female,Secondary special education,Cell phones,0,2,36000,Married,2,0,0.2361111111111111,160.37735849056602,0.11320754716981132,0.0,0.14285714285714285,False
142,2,14500,4,29,male,Secondary special education,Computers,1,2,9000,Married,1,0,1.6111111111111112,500.0,0.13793103448275862,1.6111111111111112,0.8571428571428571,True
143,2,31000,10,64,male,Secondary special education,Cell phones,0,2,10000,Another,1,1,3.1,484.375,0.15625,0.0,0.7142857142857143,True
144,2,13500,6,64,male,Secondary special education,Construction Materials,1,2,13000,Another,1,1,1.0384615384615385,210.9375,0.09375,1.0384615384615385,0.8571428571428571,True
145,2,15000,12,32,male,Secondary special education,Household appliances,1,2,21000,Another,3,1,0.7142857142857143,468.75,0.375,0.7142857142857143,0.35714285714285715,False
146,2,9500,6,31,female,Secondary education,Cell phones,1,2,14000,Another,0,1,0.6785714285714286,306.4516129032258,0.1935483870967742,0.6785714285714286,0.7142857142857143,True
147,2,35500,12,23,female,Higher education,Fitness,0,0,41000,Another,1,1,0.8658536585365854,1543.4782608695652,0.5217391304347826,0.0,0.5,False
148,2,11000,6,40,male,Higher education,Furniture,1,2,26000,Another,1,1,0.4230769230769231,275.0,0.15,0.4230769230769231,0.21428571428571427,False
149,2,34000,12,36,male,Higher education,Cell phones,1,2,24000,Another,1,1,1.4166666666666667,944.4444444444445,0.3333333333333333,1.4166666666666667,0.35714285714285715,False
150,2,11000,3,29,female,Secondary special education,Furniture,0,1,31000,Another,1,1,0.3548387096774194,379.3103448275862,0.10344827586206896,0.0,0.21428571428571427,False
151,2,20500,5,29,male,Secondary special education,Household appliances,0,2,26000,Another,1,0,0.7884615384615384,706.8965517241379,0.1724137931034483,0.0,0.5,False
152,2,9000,5,76,male,Secondary special education,Household appliances,0,2,19000,Another,0,1,0.47368421052631576,118.42105263157895,0.06578947368421052,0.0,0.5714285714285714,True
153,2,20000,15,27,male,Higher education,Cell phones,0,2,31000,Another,1,1,0.6451612903225806,740.7407407407408,0.5555555555555556,0.0,0.35714285714285715,False
154,2,57000,24,23,male,Higher education,Household appliances,0,2,46000,Married,2,1,1.2391304347826086,2478.2608695652175,1.0434782608695652,0.0,0.5,False
155,2,38000,18,22,male,Secondary special education,Furniture,1,2,16000,Another,3,1,2.375,1727.2727272727273,0.8181818181818182,2.375,0.8571428571428571,True
156,2,10000,12,24,male,Higher education,Cell phones,0,2,24000,Another,1,0,0.4166666666666667,416.6666666666667,0.5,0.0,0.5,False
157,2,34000,6,41,female,Secondary special education,Cell phones,1,2,26000,Married,1,1,1.3076923076923077,829.2682926829268,0.14634146341463414,1.3076923076923077,0.35714285714285715,False
158,2,22000,10,24,female,Secondary special education,Cell phones,0,2,24000,Another,1,0,0.9166666666666666,916.6666666666666,0.4166666666666667,0.0,0.6428571428571429,True
159,2,11000,6,48,female,Secondary education,Household appliances,1,2,46000,Another,1,1,0.2391304347826087,229.16666666666666,0.125,0.2391304347826087,0.0,False
160,2,32500,6,47,male,Higher education,Windows & Doors,1,0,51000,Another,3,1,0.6372549019607843,691.4893617021277,0.1276595744680851,0.6372549019607843,0.35714285714285715,False
161,2,18000,6,25,female,Higher education,Household appliances,1,0,61000,Another,0,0,0.29508196721311475,720.0,0.24,0.29508196721311475,0.14285714285714285,False
162,2,11000,6,29,female,Secondary special education,Computers,0,2,24000,Another,1,1,0.4583333333333333,379.3103448275862,0.20689655172413793,0.0,0.21428571428571427,False
163,2,32500,24,63,male,Secondary special education,Household appliances,0,2,13000,Another,2,1,2.5,515.8730158730159,0.38095238095238093,0.0,0.7142857142857143,True
164,2,43500,12,56,male,Higher education,Cosmetics and beauty services,0,0,16000,Another,1,1,2.71875,776.7857142857143,0.21428571428571427,0.0,0.5714285714285714,True
165,2,19500,15,42,female,Higher education,Cell phones,1,2,21000,Another,2,1,0.9285714285714286,464.2857142857143,0.35714285714285715,0.9285714285714286,0.35714285714285715,False
166,2,53500,36,48,male,Secondary education,Windows & Doors,1,2,20000,Another,2,1,2.675,1114.5833333333333,0.75,2.675,0.7142857142857143,True
167,2,165000,12,48,female,Secondary special education,Furniture,0,2,51000,Another,3,1,3.235294117647059,3437.5,0.25,0.0,0.35714285714285715,False
168,2,33000,12,35,male,Secondary education,Cell phones,1,2,26000,Married,1,0,1.2692307692307692,942.8571428571429,0.34285714285714286,1.2692307692307692,0.5,False
169,2,12500,6,53,male,Secondary education,Household appliances,1,2,13000,Another,3,1,0.9615384615384616,235.8490566037736,0.11320754716981132,0.9615384615384616,0.7142857142857143,True
170,2,14000,6,59,male,Secondary special education,Furniture,1,2,12000,Another,1,1,1.1666666666666667,237.28813559322035,0.1016949152542373,1.1666666666666667,0.7142857142857143,True
171,2,20000,12,21,male,Secondary education,Furniture,0,2,15000,Married,3,1,1.3333333333333333,952.3809523809524,0.5714285714285714,0.0,0.7142857142857143,True
172,2,6500,6,31,male,Secondary special education,Cell phones,1,2,26000,Another,1,1,0.25,209.67741935483872,0.1935483870967742,0.25,0.0,False
173,2,12500,18,32,female,Secondary education,Cell phones,1,2,11000,Married,1,0,1.1363636363636365,390.625,0.5625,1.1363636363636365,0.8571428571428571,True
174,2,22500,18,40,male,Secondary special education,Household appliances,0,2,25000,Married,0,1,0.9,562.5,0.45,0.0,0.35714285714285715,False
175,2,13500,6,24,female,Higher education,Construction Materials,0,2,21000,Another,0,1,0.6428571428571429,562.5,0.25,0.0,0.5,False
176,2,25500,10,20,male,Incomplete higher education,Cell phones,0,2,23000,Unmarried,1,1,1.108695652173913,1275.0,0.5,0.0,0.5,False
177,2,18500,6,29,male,Secondary special education,Furniture,1,2,27000,Another,1,0,0.6851851851851852,637.9310344827586,0.20689655172413793,0.6851851851851852,0.5,False
